id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
fQYXTtEL7gWEPILykUmJ8g,enaq-restaurant-singapore,Enaq Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/Wl3UMW95Sh8SECH4STXZyA/o.jpg,False,https://www.yelp.com/biz/enaq-restaurant-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,5,['indpak'],4.5,"[1.34464, 103.7359314]",[],303 Jurong East Street 32,+6568990842,+65 6899 0842,2172.439055151902,$
SlLy7kHT4yCGpfq-Xzp2fg,tiong-bahru-lor-mee-singapore-2,Tiong Bahru Lor Mee,https://s3-media3.fl.yelpcdn.com/bphoto/sRE684sPnHX_jx6tdMe-qQ/o.jpg,False,https://www.yelp.com/biz/tiong-bahru-lor-mee-singapore-2?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,"['streetvendors', 'chinese']",5.0,"[1.34815613559874, 103.74375966281]",[],155 Bukit Batok Street 11,,,2418.9350952280115,
BpTEEU7SNdBnSSaolkg4HA,boon-lay-boneless-duck-noodle-singapore,Boon Lay Boneless Duck Noodle,https://s3-media3.fl.yelpcdn.com/bphoto/IjiJl4t4PVOGo8ulRw31LA/o.jpg,False,https://www.yelp.com/biz/boon-lay-boneless-duck-noodle-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['streetvendors'],4.5,"[1.34993, 103.72788]",[],"Blk 221A Boon Lay Place, #01-140 Boon Lay Place Market & Food Ce",,,2458.239658473702,
b-q1UdGaEazAxhCtJeKRKQ,boon-lay-power-nasi-lemak-singapore-2,Boon Lay Power Nasi Lemak,https://s3-media1.fl.yelpcdn.com/bphoto/_4NKcPcfnxY5tut6-L-4wA/o.jpg,False,https://www.yelp.com/biz/boon-lay-power-nasi-lemak-singapore-2?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,7,"['nasilemak', 'asianfusion', 'foodstands']",3.5,"[1.345661, 103.713365]",[],Blk 221B Boon Lay Pl,+6562664466,+65 6266 4466,2440.099060917612,$
34c3BpPxbEDST6dWMBKXvw,vegetarian-villas-singapore,Vegetarian Villas,https://s3-media4.fl.yelpcdn.com/bphoto/5G7XY-rQNgFq-LN0-uZdNA/o.jpg,False,https://www.yelp.com/biz/vegetarian-villas-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,5,['vegetarian'],4.0,"[1.3472199, 103.7244873]",[],"Blk 479 Jurong West Street 41, #01-264",,,1743.4840520216057,$
AJIiM5HA8mG5AtpJ6rkrtw,chinatown-claypot-rice-singapore,Chinatown Claypot Rice,https://s3-media2.fl.yelpcdn.com/bphoto/9w-PhGF-X5QwJhc1vrSixQ/o.jpg,False,https://www.yelp.com/biz/chinatown-claypot-rice-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['chinese'],4.0,"[1.34969, 103.7184219]",[],Blk 505 Jurong West St 52,,,1748.0252052206122,
YY-uhsleRnZO-xIHCIZLeQ,bukit-timah-fried-black-and-white-carrot-cake-singapore,Bukit Timah Fried Black and White Carrot Cake,https://s3-media1.fl.yelpcdn.com/bphoto/Ynq5hwV0xuoRe4Mk1JOjgg/o.jpg,False,https://www.yelp.com/biz/bukit-timah-fried-black-and-white-carrot-cake-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,3,['streetvendors'],4.5,"[1.34969, 103.7184219]",[],Blk 505 Jurong West Street 52,,,1748.0252052206122,$
GecNxBUnEwaYOcuTXeBWsA,818-kopitiam-singapore,818 Kopitiam,https://s3-media2.fl.yelpcdn.com/bphoto/TV2h_r9So17CKT2w4-uBEQ/o.jpg,False,https://www.yelp.com/biz/818-kopitiam-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['chinese'],5.0,"[1.3594, 103.7309799]",[],60 Jurong Road Track 22,,,565.1516934634915,
2Xm6FGTwUTc8zELKlGU_pA,traditional-hakka-lui-cha-singapore,Traditional Hakka Lui Cha,https://s3-media3.fl.yelpcdn.com/bphoto/R0Je97lnPL1-adKy0ElfUA/o.jpg,False,https://www.yelp.com/biz/traditional-hakka-lui-cha-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,"['farmersmarket', 'singaporean', 'localflavor']",4.0,"[1.34577, 103.7130814]",[],221B Boon Lay Place,+6598281188,+65 9828 1188,2458.239658473702,$
gfVemv4AdzCQYh-Qzv4LDw,128-fish-porridge-singapore,128 Fish Porridge,https://s3-media1.fl.yelpcdn.com/bphoto/SIY8mkxfPf1eFiwnVY_1ig/o.jpg,False,https://www.yelp.com/biz/128-fish-porridge-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['fishnchips'],4.0,"[1.349774, 103.718212]",[],Blk 505 Jurong West Food Centre,,,1748.0252052206122,
qljdRRE0b8yH3HecZ8qg0A,house-of-desserts-singapore,House of Desserts,https://s3-media3.fl.yelpcdn.com/bphoto/YA_qyhWwYzqfPh1ZzDz9WA/o.jpg,False,https://www.yelp.com/biz/house-of-desserts-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['streetvendors'],4.0,"[1.34969, 103.7184219]",[],Blk 505 Jurong West Street 52,,,1748.0252052206122,
KkNnaWyvftbrByenwBnOCg,richies-cripspy-puff-singapore,Richie's Cripspy Puff,https://s3-media4.fl.yelpcdn.com/bphoto/WfNZAUKgxAcEnae0tbH0Ig/o.jpg,False,https://www.yelp.com/biz/richies-cripspy-puff-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,3,"['breakfast_brunch', 'hotdogs']",4.0,"[1.344528, 103.731423]",[],#01-1201,+6563455225,+65 6345 5225,2049.519230229669,$
gpVFTsOiDoLZI01uHRllDg,famous-sungei-road-trishaw-laksa-singapore,Famous Sungei Road Trishaw Laksa,https://s3-media4.fl.yelpcdn.com/bphoto/BsLbKa1ymOU24q3dKgJqFQ/o.jpg,False,https://www.yelp.com/biz/famous-sungei-road-trishaw-laksa-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['streetvendors'],3.5,"[1.3452899, 103.7314987]",[],Blk 347 Jurong East Avenue 1,,,1973.8328298985089,
tk_4OKOyOuluV6mgaqKg4w,ar-rina-nasi-pandang-singapore,Ar-Rina Nasi Pandang,https://s3-media1.fl.yelpcdn.com/bphoto/AN6k24gOG1DEgU2Xnc59vA/o.jpg,False,https://www.yelp.com/biz/ar-rina-nasi-pandang-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['food_court'],5.0,"[1.34808943109101, 103.743349767117]",[],Blk 155 Bukit Batok St 11,,,2389.8769541490897,
DPxhJtc805NAgEH6dyNkkQ,boon-lay-satay-singapore,Boon Lay Satay,https://s3-media2.fl.yelpcdn.com/bphoto/pPsV2cyRDVEh3FsMMiw7Ng/o.jpg,False,https://www.yelp.com/biz/boon-lay-satay-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,"['farmersmarket', 'localflavor']",4.5,"[1.34577, 103.7130814]",[],"Blk 221B Boon Lay Place, #01-112",,,2458.239658473702,
6iQINDCgLZDbkNZGxs2R6Q,kai-xiang-food-centre-singapore,Kai Xiang Food Centre,https://s3-media4.fl.yelpcdn.com/bphoto/j18MtrxBWQZGP-mbuzJidg/o.jpg,False,https://www.yelp.com/biz/kai-xiang-food-centre-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['streetvendors'],4.0,"[1.3444999, 103.7314072]",[],349 Jurong East Ave 1,+6590681168,+65 9068 1168,2049.519230229669,
HmleCS7oeFVbE7y7bpLwpA,boon-lay-market-and-food-village-singapore,Boon Lay Market & Food Village,https://s3-media4.fl.yelpcdn.com/bphoto/x0RYzxlecTv8McaFtE2VzA/o.jpg,False,https://www.yelp.com/biz/boon-lay-market-and-food-village-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['food_court'],3.5,"[1.34492, 103.7128525]",[],Balak 221A/B,,,2379.425821925292,$
u5lm5pW7oPqnTdqR1ocKkQ,boon-lay-garden-drink-stall-singapore,Boon Lay Garden Drink Stall,https://s3-media3.fl.yelpcdn.com/bphoto/jp1L7eKgb-riVT6IgeABQw/o.jpg,False,https://www.yelp.com/biz/boon-lay-garden-drink-stall-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['juicebars'],4.0,"[1.34577, 103.7130814]",[],"Blk 221B Boon Lay Place, #01-115",,,2458.239658473702,
v9uAMYtWQ4LTWXTszmueww,simei-penang-laksa-speciality-singapore,Simei Penang Laksa Speciality,https://s3-media1.fl.yelpcdn.com/bphoto/R4jUd-BDqnsbQS179QZZ9Q/o.jpg,False,https://www.yelp.com/biz/simei-penang-laksa-speciality-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['streetvendors'],4.0,"[1.3452899, 103.7314987]",[],347 Jurong East Avenue 1,,,1973.8328298985089,
WeGf-8tAcKcduIs-qKvMaQ,da-po-bak-kut-teh-singapore,Da Po Bak Kut Teh,https://s3-media2.fl.yelpcdn.com/bphoto/DUN3ocbMmeq_HMqtdYKq6w/o.jpg,False,https://www.yelp.com/biz/da-po-bak-kut-teh-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['food'],4.0,"[1.34969, 103.7184219]",[],Blk 505 Jurong West Street 52,,,1748.0252052206122,
7hbcA4vYJJzq9oq2P6LafQ,local-cuisine-singapore,Local Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/qC_5avAY1WvP7JUQQQT5Dg/o.jpg,False,https://www.yelp.com/biz/local-cuisine-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,"['farmersmarket', 'localflavor']",4.0,"[1.34577, 103.7130814]",[],"Blk 221B Boon Lay Place, #01-134",,,2458.239658473702,$
4okisH86oYqWsApklezrAg,ntuc-fairprice-singapore-19,NTUC Fairprice,https://s3-media4.fl.yelpcdn.com/bphoto/CPL6BoBV2p0vGarJNWeLcw/o.jpg,False,https://www.yelp.com/biz/ntuc-fairprice-singapore-19?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['grocery'],2.0,"[1.34637, 103.7125]",[],Blk 221 Boon Lay Place,+6562640398,+65 6264 0398,2462.4857090679097,$$
3aI4iLHXSthJB10_15pw7Q,ho-huat-fried-hokkien-prawn-mee-singapore,Ho Huat Fried Hokkien Prawn Mee,https://s3-media2.fl.yelpcdn.com/bphoto/fJX4JfCyXmf4PxEUf1goGg/o.jpg,False,https://www.yelp.com/biz/ho-huat-fried-hokkien-prawn-mee-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,"['hokkien', 'foodstands', 'noodles']",3.0,"[1.34577, 103.7130814]",[],Balak 221B Boon Lay Place,,,2458.239658473702,$
Z-4gst-k6jUUzBlq5MfebQ,kim-lotus-singapore,Kim Lotus,https://s3-media2.fl.yelpcdn.com/bphoto/0_f3dfA9Ltp4uwqeIyoS3A/o.jpg,False,https://www.yelp.com/biz/kim-lotus-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['desserts'],5.0,"[1.35072809959443, 103.723421509656]",[],463 Jurong West Street 41,+6568990535,+65 6899 0535,1384.321797903917,
Fmhnummrf-CVfYLJJ4qtbg,the-cake-shop-singapore-4,The Cake Shop,https://s3-media2.fl.yelpcdn.com/bphoto/Ec9KiPWQgLRSkFfZiNX1pg/o.jpg,False,https://www.yelp.com/biz/the-cake-shop-singapore-4?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,"['cakeshop', 'customcakes', 'cupcakes']",4.0,"[1.34992003440857, 103.728790283203]",[],2 Jurong East Central 1,,,1409.2806856068828,
NekfioVr8QmJbrAJV4UACQ,seng-heng-braised-duck-singapore,Seng Heng Braised Duck,https://s3-media1.fl.yelpcdn.com/bphoto/iRgSQmRhyjWlZn30Ydh2vQ/o.jpg,False,https://www.yelp.com/biz/seng-heng-braised-duck-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['chinese'],4.0,"[1.35008421674022, 103.718866619485]",[],505 Jurong West Street 52,,,1677.9091790744048,
4IGtEM5MONwAHsfwXlUxYA,fatty-weng-cook-food-singapore,Fatty Weng Cook Food,,False,https://www.yelp.com/biz/fatty-weng-cook-food-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['soup'],3.0,"[1.34803, 103.7435608]",[],Blk 155 Bukit Batok Street 1,,,2418.3173400333394,
8964wO68MpefcsGpmIFAsQ,my-chicken-rice-stall-singapore,My Chicken Rice Stall,,False,https://www.yelp.com/biz/my-chicken-rice-stall-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['streetvendors'],4.0,"[1.34969, 103.7184219]",[],Blk 505 Jurong West Street 52,,,1748.0252052206122,$
EeTdl2tdtMV9eQcSt4O2zA,chong-pang-heng-singapore,Chong Pang Heng,https://s3-media1.fl.yelpcdn.com/bphoto/vlI6roiajudbKMvn26yQkw/o.jpg,False,https://www.yelp.com/biz/chong-pang-heng-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,3,"['farmersmarket', 'localflavor']",2.5,"[1.34522, 103.7127838]",[],"Blk 221A Boon Lay Place, #01-98",,,2458.239658473702,$
3p3-66urrBgQH3ByxOmR-w,hua-xing-bak-kut-teh-singapore,Hua Xing Bak Kut Teh,https://s3-media3.fl.yelpcdn.com/bphoto/bRPq-Nmct5bOuOtsu8fC7Q/o.jpg,False,https://www.yelp.com/biz/hua-xing-bak-kut-teh-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['streetvendors'],4.0,"[1.3452899, 103.7314987]",[],Blk 347 Jurong East Avenue 1 #01-171 Yuhua Market,,,1973.8328298985089,
ZKgV-5GrLzIvrwwPcQuLBg,the-chicky-rice-shop-singapore,The Chicky Rice Shop,,False,https://www.yelp.com/biz/the-chicky-rice-shop-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['streetvendors'],4.0,"[1.34969, 103.7184219]",[],505 Jurong West Street 52,,,1748.0252052206122,
EbuZYhpEX705dvcFX-qnEQ,one-2-eat-chicken-rice-singapore,One 2 Eat Chicken Rice,,False,https://www.yelp.com/biz/one-2-eat-chicken-rice-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['streetvendors'],4.0,"[1.34969, 103.7184219]",[],Blk 505 Jurong West Street 52,,,1748.0252052206122,
2qOttscHYbVUQqzM6VHU_g,baker-talent-singapore-3,Baker Talent,https://s3-media2.fl.yelpcdn.com/bphoto/vW2GDRkJVCMFYYxBU6Aakw/o.jpg,False,https://www.yelp.com/biz/baker-talent-singapore-3?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['bakeries'],5.0,"[1.34645264475871, 103.712336169312]",[],Boon Lay Shopping Complex,,,2449.9369143742724,$
3HcersXagmaw6_C1oisIuA,xing-yun-hainanese-boneless-chicken-rice-singapore,Xing Yun Hainanese Boneless Chicken Rice,https://s3-media3.fl.yelpcdn.com/bphoto/CzHd50Tt2uS9vrCvl_pPSg/o.jpg,False,https://www.yelp.com/biz/xing-yun-hainanese-boneless-chicken-rice-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['streetvendors'],4.0,"[1.3452899, 103.7314987]",[],Blk 347 Jurong East Avenue 1,,,1973.8328298985089,$
KOMNirGSI8kg6at5EVJxKw,du-du-cooked-food-singapore,Du Du Cooked Food,https://s3-media3.fl.yelpcdn.com/bphoto/q63Od6s8Y1_J2lSkye7-DQ/o.jpg,False,https://www.yelp.com/biz/du-du-cooked-food-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['chinese'],3.0,"[1.349898, 103.718187]",[],Blk 505 Jurong West St 52,,,1738.5038112620264,
cAxngj6EE2upHHKLZf_Gbg,giant-supermarket-no-title,Giant Supermarket,https://s3-media3.fl.yelpcdn.com/bphoto/ZuhqpY9bTd6yqhVUvFewuw/o.jpg,False,https://www.yelp.com/biz/giant-supermarket-no-title?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['grocery'],3.0,"[1.37806, 103.7384872]",[],Blk 475 Choa Chu Kang Avenue 3,+6567653001,+65 6765 3001,2171.2474776260337,
GHpHrczvliIW_5NUL0z8Vw,xin-sheng-gor-hiong-prawn-cracker-singapore,Xin Sheng Gor Hiong Prawn Cracker,https://s3-media2.fl.yelpcdn.com/bphoto/OR0iQ_uozuDLoCH97JNutA/o.jpg,False,https://www.yelp.com/biz/xin-sheng-gor-hiong-prawn-cracker-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,"['farmersmarket', 'localflavor']",3.0,"[1.34577, 103.7130814]",[],221B Boon Lay Place,,,2458.239658473702,
